166 1.1332e-04 5.3285e-06 3.0275e-07 1.1059e+00 -9.9441e-03 5.8843e-04 6.8617e-11 3.0244e-15 5.7000e-01
167 1.1335e-04 5.3530e-06 3.0454e-07 1.0991e+00 -9.7405e-03 5.8359e-04 6.8202e-11 2.9645e-15 5.7000e-01
168 1.1339e-04 5.3777e-06 3.0635e-07 1.0924e+00 -9.5350e-03 5.7881e-04 6.7796e-11 2.9060e-15 5.7000e-01
169 1.1343e-04 5.4028e-06 3.0817e-07 1.0856e+00 -9.3276e-03 5.7410e-04 6.7397e-11 2.8489e-15 5.7000e-01
170 1.1347e-04 5.4280e-06 3.1001e-07 1.0789e+00 -9.1184e-03 5.6945e-04 6.7007e-11 2.7931e-15 5.7000e-01
171 1.1351e-04 5.4536e-06 3.1187e-07 1.0721e+00 -8.9076e-03 5.6487e-04 6.6624e-11 2.7386e-15 5.7000e-01
172 1.1354e-04 5.4794e-06 3.1374e-07 1.0654e+00 -8.6951e-03 5.6037e-04 6.6249e-11 2.6854e-15 5.7000e-01
173 1.1358e-04 5.5055e-06 3.1563e-07 1.0586e+00 -8.4811e-03 5.5595e-04 6.5881e-11 2.6335e-15 5.7000e-01
174 1.1362e-04 5.5319e-06 3.1753e-07 1.0519e+00 -8.2658e-03 5.5161e-04 6.5521e-11 2.5829e-15 5.7000e-01
175 1.1366e-04 5.5586e-06 3.1945e-07 1.0452e+00 -8.0491e-03 5.4735e-04 6.5167e-11 2.5334e-15 5.7000e-01
176 1.1370e-04 5.5855e-06 3.2138e-07 1.0384e+00 -7.8311e-03 5.4318e-04 6.4820e-11 2.4851e-15 5.7000e-01
177 1.1374e-04 5.6127e-06 3.2333e-07 1.0317e+00 -7.6121e-03 5.3911e-04 6.4480e-11 2.4380e-15 5.7000e-01
178 1.1378e-04 5.6402e-06 3.2529e-07 1.0249e+00 -7.3920e-03 5.3514e-04 6.4147e-11 2.3920e-15 5.7000e-01
179 1.1382e-04 5.6680e-06 3.2727e-07 1.0182e+00 -7.1710e-03 5.3126e-04 6.3820e-11 2.3471e-15 5.7000e-01
