# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  109       3.968596089320e-10       1.196901265880e-13      -3.856944763512e-12       4.737226221523e-16       7.978201659908e-12       1.215333390245e-12      -6.450124811221e-15 
  110       4.012229991080e-10       1.213959384083e-13      -3.942528959714e-12       4.826503701327e-16       7.785393843836e-12       1.192668274478e-12      -6.409335999522e-15 
  111       4.056072664228e-10       1.230645094405e-13      -4.027508219598e-12       4.916747096567e-16       7.598875021654e-12       1.170671116156e-12      -6.371612294951e-15 
  112       4.100115720907e-10       1.246940937353e-13      -4.111809808334e-12       5.007960898381e-16       7.418368963654e-12       1.149302451430e-12      -6.335550111223e-15 
  113       4.144349437773e-10       1.262829518650e-13      -4.195360450486e-12       5.100149575246e-16       7.243541540116e-12       1.128515493871e-12      -6.299628674066e-15 
  114       4.188762713467e-10       1.278293519086e-13      -4.278086356219e-12       5.193317570556e-16       7.073999071046e-12       1.108255927616e-12      -6.262207262509e-15 
  115       4.233343026085e-10       1.293315704367e-13      -4.359913247496e-12       5.287469300196e-16       6.909286675920e-12       1.088461700509e-12      -6.221522450169e-15 
  116       4.278078127070e-10       1.307879402473e-13      -4.440766949658e-12       5.382609591760e-16       6.748987986502e-12       1.069077172035e-12      -6.176066309396e-15 
  117       4.322961447472e-10       1.321969980512e-13      -4.520575191724e-12       5.478745067967e-16       6.593041566946e-12       1.050097950800e-12      -6.125779087733e-15 
  118       4.367987272184e-10       1.335573566760e-13      -4.599266075191e-12       5.575882927676e-16       6.441460044541e-12       1.031531145373e-12      -6.070997032951e-15 
  119       4.413149035445e-10       1.348676613053e-13      -4.676767559111e-12       5.674030520751e-16       6.294231443066e-12       1.013381418207e-12      -6.012085008073e-15 
  120       4.458439293659e-10       1.361265908771e-13      -4.753007491288e-12       5.773195349548e-16       6.151318428759e-12       9.956509057033e-13      -5.949437101042e-15 
  121       4.503849698224e-10       1.373328594829e-13      -4.827913639477e-12       5.873385070394e-16       6.012657556275e-12       9.783391382797e-13      -5.883477234369e-15 
  122       4.549370968347e-10       1.384852177654e-13      -4.901413722588e-12       5.974607495065e-16       5.878158514659e-12       9.614429604313e-13      -5.814659774798e-15 
  123       4.594992863871e-10       1.395824543175e-13      -4.973435441885e-12       6.076870592270e-16       5.747703373311e-12       9.449564507973e-13      -5.743470142961e-15 
  124       4.640704158095e-10       1.406233970807e-13      -5.043906512186e-12       6.180182489128e-16       5.621145827947e-12       9.288708422253e-13      -5.670425423038e-15 
  125       4.686492610597e-10       1.416069147435e-13      -5.112754693063e-12       6.284551472653e-16       5.498310446570e-12       9.131744418360e-13      -5.596074972412e-15 
  126       4.732344940057e-10       1.425319181401e-13      -5.179907820043e-12       6.389985991229e-16       5.378991915434e-12       8.978525510879e-13      -5.521001031331e-15 
  127       4.778246797076e-10       1.433973616486e-13      -5.245293835809e-12       6.496494656096e-16       5.262954285009e-12       8.828873858423e-13      -5.445819332563e-15 
  128       4.824182737002e-10       1.442022445899e-13      -5.308840821398e-12       6.604086242827e-16       5.149930215950e-12       8.682579964279e-13      -5.371179711057e-15 
  129       4.870137831133e-10       1.449456517938e-13      -5.370477883322e-12       6.712769633318e-16       5.039678427658e-12       8.539451559058e-13      -5.297645196190e-15 
  130       4.916102757890e-10       1.456268773601e-13      -5.430137858675e-12       6.822553631426e-16       4.932164770991e-12       8.399468009464e-13      -5.225312997281e-15 
  131       4.962069221395e-10       1.462453171802e-13      -5.487754967119e-12       6.933447129809e-16       4.827399686948e-12       8.262641416598e-13      -5.154152898308e-15 
  132       5.008028347845e-10       1.468004326489e-13      -5.543264018532e-12       7.045459168649e-16       4.725381450429e-12       8.128968012861e-13      -5.084124790933e-15 
  133       5.053970670061e-10       1.472917523428e-13      -5.596600450326e-12       7.158598936709e-16       4.626095832667e-12       7.998427718106e-13      -5.015178414627e-15 
  134       5.099886112033e-10       1.477188736989e-13      -5.647700364777e-12       7.272875772384e-16       4.529515763680e-12       7.870983695797e-13      -4.947253096790e-15 
  135       5.145763973468e-10       1.480814646941e-13      -5.696500566350e-12       7.388299164760e-16       4.435600994706e-12       7.746581909155e-13      -4.880277492884e-15 
  136       5.191592914333e-10       1.483792655232e-13      -5.742938599018e-12       7.504878754665e-16       4.344297760650e-12       7.625150677319e-13      -4.814169326545e-15 
  137       5.237360939400e-10       1.486120902780e-13      -5.786952783596e-12       7.622624335727e-16       4.255538442525e-12       7.506600231495e-13      -4.748835129716e-15 
  138       5.283055382797e-10       1.487798286260e-13      -5.828482255058e-12       7.741545855426e-16       4.169241229892e-12       7.390822271114e-13      -4.684169982767e-15 
  139       5.328662892550e-10       1.488824474895e-13      -5.867466999869e-12       7.861653416152e-16       4.085309783308e-12       7.277689519980e-13      -4.620057254621e-15 
  140       5.374169415127e-10       1.489199927237e-13      -5.903847893303e-12       7.982957276257e-16       4.003632896763e-12       7.167055282430e-13      -4.556368342874e-15 
  141       5.419560179989e-10       1.488925907962e-13      -5.937566736773e-12       8.105467851110e-16       3.924084160125e-12       7.058752999483e-13      -4.492962413922e-15 
  142       5.464819684132e-10       1.488004504653e-13      -5.968566295156e-12       8.229195714154e-16       3.846521621584e-12       6.952595804998e-13      -4.429686143087e-15 
  143       5.509931676635e-10       1.486438644589e-13      -5.996790334114e-12       8.354151597960e-16       3.770787450089e-12       6.848376081823e-13      -4.366373454734e-15 
  144       5.554880449383e-10       1.484232233127e-13      -6.022184136895e-12       8.480345329276e-16       3.696741020932e-12       6.745910607551e-13      -4.302881467291e-15 
  145       5.599654885280e-10       1.481390548785e-13      -6.044696033347e-12       8.607782513623e-16       3.624362561276e-12       6.645181944973e-13      -4.239202870802e-15 
  146       5.644244781618e-10       1.477919919201e-13      -6.064276093297e-12       8.736467524330e-16       3.553659128569e-12       6.546210211987e-13      -4.175364185855e-15 
  147       5.688639571857e-10       1.473827620370e-13      -6.080875700343e-12       8.866404534158e-16       3.484631960761e-12       6.449008563446e-13      -4.111390502184e-15 
  148       5.732828317675e-10       1.469121894133e-13      -6.094447591932e-12       8.997597510236e-16       3.417276330831e-12       6.353583009318e-13      -4.047305426861e-15 
  149       5.776799701027e-10       1.463811965658e-13      -6.104945899441e-12       9.130050208981e-16       3.351581401314e-12       6.259932232845e-13      -3.983131032498e-15 
  150       5.820542016191e-10       1.457908060930e-13      -6.112326188261e-12       9.263766171032e-16       3.287530078835e-12       6.168047408715e-13      -3.918887805443e-15 
  151       5.864043161824e-10       1.451421424239e-13      -6.116545497871e-12       9.398748716174e-16       3.225098868635e-12       6.077912021218e-13      -3.854594593979e-15 
  152       5.907290633015e-10       1.444364335662e-13      -6.117562381926e-12       9.535000938273e-16       3.164257729099e-12       5.989501682409e-13      -3.790268556521e-15 
  153       5.950271513335e-10       1.436750128553e-13      -6.115336948331e-12       9.672525700196e-16       3.104969926291e-12       5.902783950277e-13      -3.725925109814e-15 
  154       5.992972466893e-10       1.428593207029e-13      -6.109830899328e-12       9.811325628746e-16       3.047191888480e-12       5.817718146899e-13      -3.661577877134e-15 
  155       6.035379730386e-10       1.419909063456e-13      -6.101007571570e-12       9.951403109589e-16       2.990873060668e-12       5.734255176613e-13      -3.597238636480e-15 
  156       6.077479105152e-10       1.410714295935e-13      -6.088831976207e-12       1.009276028218e-15       2.935955759121e-12       5.652337344172e-13      -3.532917268778e-15 
  157       6.119255949225e-10       1.401026625792e-13      -6.073270838965e-12       1.023539903469e-15       2.882375025901e-12       5.571898172913e-13      -3.468621706074e-15 
  158       6.160695169384e-10       1.390864915058e-13      -6.054292640223e-12       1.037932099893e-15       2.830058483391e-12       5.492862222917e-13      -3.404357879735e-15 
  159       6.201781213208e-10       1.380249183961e-13      -6.031867655100e-12       1.052452754532e-15       2.778926188826e-12       5.415144909172e-13      -3.340129668648e-15 
  160       6.242498061129e-10       1.369200628412e-13      -6.005967993532e-12       1.067101977774e-15       2.728890488825e-12       5.338652319739e-13      -3.275938847414e-15 
  161       6.282830329535e-10       1.357741140818e-13      -5.976567490298e-12       1.081879862870e-15       2.679873975578e-12       5.263303329899e-13      -3.211792033889e-15 
