# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  107       3.885191442926e-10       1.164830249679e-13      -3.692750781314e-12       4.562019804029e-16       8.383040208468e-12       1.267801227304e-12      -6.644414554255e-15 
  108       3.928521556373e-10       1.182624882632e-13      -3.779517707930e-12       4.649349928649e-16       8.177055202579e-12       1.243616534717e-12      -6.590990212254e-15 
  109       3.972072992744e-10       1.200081659367e-13      -3.865826261476e-12       4.737621647109e-16       7.977744392931e-12       1.220142102226e-12      -6.542071535734e-15 
  110       4.015839857248e-10       1.217182890196e-13      -3.951603956385e-12       4.826842068099e-16       7.784942402711e-12       1.197357935772e-12      -6.496661932989e-15 
  111       4.059815009320e-10       1.233910923714e-13      -4.036777646028e-12       4.917018513417e-16       7.598429257214e-12       1.175237563664e-12      -6.453669089444e-15 
  112       4.103990020268e-10       1.250248156502e-13      -4.121273547373e-12       5.008158521064e-16       7.417928733635e-12       1.153747839646e-12      -6.411902587794e-15 
  113       4.148355130937e-10       1.266177042826e-13      -4.205017265655e-12       5.100269848328e-16       7.243106710856e-12       1.132848745968e-12      -6.370071528162e-15 
  114       4.192899209361e-10       1.281680104339e-13      -4.287933819033e-12       5.193360474885e-16       7.073569519241e-12       1.112493196452e-12      -6.326782148246e-15 
  115       4.237609708423e-10       1.296739939784e-13      -4.369947663256e-12       5.287438605880e-16       6.908862290424e-12       1.092626839561e-12      -6.280535443466e-15 
  116       4.282474359172e-10       1.311339727304e-13      -4.450983512675e-12       5.382512449578e-16       6.748568667160e-12       1.073200370857e-12      -6.230052511817e-15 
  117       4.327486574879e-10       1.325464779931e-13      -4.530968863795e-12       5.478589512999e-16       6.592627214000e-12       1.054208589661e-12      -6.175300551526e-15 
  118       4.372640627553e-10       1.339101198315e-13      -4.609831826280e-12       5.575677226053e-16       6.441050556405e-12       1.035655743244e-12      -6.116587717004e-15 
  119       4.417929944372e-10       1.352235408935e-13      -4.687500385418e-12       5.673783160403e-16       6.293826717042e-12       1.017543356933e-12      -6.054247067924e-15 
  120       4.463347080679e-10       1.364854178159e-13      -4.763902433826e-12       5.772915030574e-16       6.150918361775e-12       9.998701477906e-13      -5.988637087020e-15 
  121       4.508883692988e-10       1.376944626299e-13      -4.838965803152e-12       5.873080695041e-16       6.012262045652e-12       9.826319382826e-13      -5.920142197897e-15 
  122       4.554530511987e-10       1.388494241668e-13      -4.912618295783e-12       5.974288157334e-16       5.877767458897e-12       9.658215699541e-13      -5.849173282826e-15 
  123       4.600277315539e-10       1.399490894638e-13      -4.984787716544e-12       6.076545567131e-16       5.747316672896e-12       9.494288171018e-13      -5.776168200559e-15 
  124       4.646112901687e-10       1.409922851695e-13      -5.055401904407e-12       6.179861221360e-16       5.620763386191e-12       9.334403004466e-13      -5.701592304122e-15 
  125       4.692025061656e-10       1.419778789494e-13      -5.124388764196e-12       6.284243565293e-16       5.497932170464e-12       9.178394008067e-13      -5.625938958627e-15 
  126       4.738000552857e-10       1.429047808922e-13      -5.191676298285e-12       6.389701193647e-16       5.378617716532e-12       9.026061727712e-13      -5.549730059073e-15 
  127       4.784025071887e-10       1.437719449150e-13      -5.257192638308e-12       6.496242851679e-16       5.262584080331e-12       8.877172583723e-13      -5.473516548147e-15 
  128       4.830083227537e-10       1.445783701689e-13      -5.320866076864e-12       6.603877436288e-16       5.149563928909e-12       8.731458007586e-13      -5.397878934035e-15 
  129       4.876160134323e-10       1.453231414301e-13      -5.382625880225e-12       6.712613762978e-16       5.039315987411e-12       8.588676470618e-13      -5.323320050811e-15 
  130       4.922246448094e-10       1.460055522957e-13      -5.442404759949e-12       6.822459835531e-16       4.931806106783e-12       8.448809097050e-13      -5.249928938766e-15 
  131       4.968333834390e-10       1.466249982218e-13      -5.500136733583e-12       6.933423497921e-16       4.827044726959e-12       8.311883978427e-13      -5.177680898242e-15 
  132       5.014413382179e-10       1.471809404181e-13      -5.555756404887e-12       7.045512660689e-16       4.725030122175e-12       8.177914796074e-13      -5.106541691009e-15 
  133       5.060475588453e-10       1.476729075323e-13      -5.609199001128e-12       7.158735300365e-16       4.625748063428e-12       8.046900407856e-13      -5.036467287002e-15 
  134       5.106510342830e-10       1.481004973350e-13      -5.660400410371e-12       7.273099458893e-16       4.529171480927e-12       7.918824434941e-13      -4.967403611042e-15 
  135       5.152506912149e-10       1.484633784042e-13      -5.709297218770e-12       7.388613243051e-16       4.435260126549e-12       7.793654848562e-13      -4.899286289579e-15 
  136       5.198453925073e-10       1.487612918098e-13      -5.755826747868e-12       7.505284823874e-16       4.343960236295e-12       7.671343556774e-13      -4.832040397412e-15 
  137       5.244339356685e-10       1.489940527987e-13      -5.799927091880e-12       7.623122436078e-16       4.255204192741e-12       7.551825991225e-13      -4.765580204429e-15 
  138       5.290150513087e-10       1.491615524789e-13      -5.841537154995e-12       7.742134377483e-16       4.168910187496e-12       7.435020693907e-13      -4.699808922334e-15 
  139       5.335874016000e-10       1.492637595044e-13      -5.880596688664e-12       7.862329008430e-16       4.084981883651e-12       7.320828903925e-13      -4.634618451378e-15 
  140       5.381495787364e-10       1.493007217600e-13      -5.917046328895e-12       7.983714751212e-16       4.003308078243e-12       7.209134144258e-13      -4.569889127092e-15 
  141       5.427001033933e-10       1.492725680456e-13      -5.950827633544e-12       8.106300089489e-16       3.923762364699e-12       7.099801808516e-13      -4.505489467019e-15 
  142       5.472374231878e-10       1.491795097612e-13      -5.981883119608e-12       8.230093567715e-16       3.846202795299e-12       6.992678747708e-13      -4.441275917440e-15 
  143       5.517599111384e-10       1.490218425910e-13      -6.010156300523e-12       8.355103790559e-16       3.770471543624e-12       6.887592857000e-13      -4.377092600113e-15 
  144       5.562659944866e-10       1.487999599215e-13      -6.035592232799e-12       8.481338879873e-16       3.696427989035e-12       6.784390790048e-13      -4.312805059997e-15 
  145       5.607545587274e-10       1.485143910271e-13      -6.058139137965e-12       8.608804786469e-16       3.624052358737e-12       6.683056164877e-13      -4.248405792869e-15 
  146       5.652245806686e-10       1.481657698689e-13      -6.077747012168e-12       8.737506810036e-16       3.553351709345e-12       6.583602280223e-13      -4.183918688303e-15 
  147       5.696750008617e-10       1.477548254363e-13      -6.094367171042e-12       8.867450122983e-16       3.484327278180e-12       6.486034841992e-13      -4.119365905506e-15 
  148       5.741047228113e-10       1.472823834991e-13      -6.107952289929e-12       8.998639766747e-16       3.416974337805e-12       6.390351769144e-13      -4.054767815458e-15 
  149       5.785126121838e-10       1.467493683600e-13      -6.118456444102e-12       9.131080648096e-16       3.351282050564e-12       6.296542999579e-13      -3.990142943057e-15 
  150       5.828974960168e-10       1.461568046059e-13      -6.125835148981e-12       9.264777535435e-16       3.287233323109e-12       6.204590296023e-13      -3.925507909252e-15 
  151       5.872581619280e-10       1.455058188607e-13      -6.130045400359e-12       9.399735055113e-16       3.224804660945e-12       6.114467051915e-13      -3.860877373184e-15 
  152       5.915933573246e-10       1.447976415368e-13      -6.131045714615e-12       9.535957687722e-16       3.163966022957e-12       6.026138097289e-13      -3.796263974328e-15 
  153       5.959017886119e-10       1.440336085877e-13      -6.128796168940e-12       9.673449764409e-16       3.104680675950e-12       5.939559504664e-13      -3.731678274628e-15 
  154       6.001821204027e-10       1.432151632596e-13      -6.123258441555e-12       9.812215463177e-16       3.046905049179e-12       5.854678394926e-13      -3.667128700639e-15 
  155       6.044329747264e-10       1.423438578437e-13      -6.114395851932e-12       9.952258805190e-16       2.990588588892e-12       5.771432743217e-13      -3.602621485668e-15 
  156       6.086529302382e-10       1.414213554284e-13      -6.102173401012e-12       1.009358365108e-15       2.935673612856e-12       5.689751184818e-13      -3.538160611908e-15 
  157       6.128405214278e-10       1.404494316510e-13      -6.086557811430e-12       1.023619369725e-15       2.882095164900e-12       5.609552821036e-13      -3.473747752581e-15 
  158       6.169942378289e-10       1.394299764501e-13      -6.067517567731e-12       1.038009247218e-15       2.829780869444e-12       5.530747025090e-13      -3.409382214078e-15 
  159       6.211125232280e-10       1.383649958175e-13      -6.045022956589e-12       1.052528333272e-15       2.778650786037e-12       5.453233247995e-13      -3.345060878094e-15 
  160       6.251937748737e-10       1.372566135504e-13      -6.019046107034e-12       1.067176946044e-15       2.728617263893e-12       5.376900824450e-13      -3.280778143774e-15 
  161       6.292364535314e-10       1.361070236837e-13      -5.989560865944e-12       1.081955353709e-15       2.679602897472e-12       5.301654327114e-13      -3.216534263074e-15 
