# ell  TT    EE    TE     PP     TP
1.320000000000000000e+02 1.331714546418067080e+00 3.956006588303955331e-04 -1.474315552216725472e-02 1.611105991331505297e-10 1.008994562275319578e-07
1.330000000000000000e+02 1.323881429532806964e+00 3.911006106549212887e-04 -1.466393165575316168e-02 1.586353461031113942e-10 9.854787264952154220e-08
1.340000000000000000e+02 1.316127039805136567e+00 3.865260675386007348e-04 -1.457968816448546902e-02 1.562139704850820793e-10 9.627043118226287161e-08
1.350000000000000000e+02 1.308447729911263346e+00 3.818807328947324475e-04 -1.449051155088217253e-02 1.538486243589700949e-10 9.406442259582904447e-08
1.360000000000000000e+02 1.300839852525587093e+00 3.771686101366378187e-04 -1.439648831746295765e-02 1.515344648060549989e-10 9.192697815101400964e-08
1.370000000000000000e+02 1.293299760623941141e+00 3.723937026778092736e-04 -1.429770496674927921e-02 1.492734433669620276e-10 8.985506959936218612e-08
1.380000000000000000e+02 1.285823806881692066e+00 3.675597139315593198e-04 -1.419424800125467824e-02 1.470574355931924459e-10 8.784550918329561062e-08
1.390000000000000000e+02 1.278408343973438166e+00 3.626706473109386785e-04 -1.408620392350474343e-02 1.448947798442722603e-10 8.589494963610082183e-08
1.400000000000000000e+02 1.271049724875098930e+00 3.577305062296078260e-04 -1.397365923601278856e-02 1.427740960015558243e-10 8.399988418202563387e-08
1.410000000000000000e+02 1.263744302261866403e+00 3.527429941010035196e-04 -1.385670044129955029e-02 1.407001758629194101e-10 8.215664653636004125e-08
1.420000000000000000e+02 1.256488428808854252e+00 3.477121143382636503e-04 -1.373541404188596653e-02 1.386680998053181957e-10 8.036141090544152597e-08
1.430000000000000000e+02 1.249278457491241667e+00 3.426418703548385217e-04 -1.360988654028879273e-02 1.366791530847403197e-10 7.861019198675536483e-08
1.440000000000000000e+02 1.242111038983467752e+00 3.375359914448155954e-04 -1.348020553531434351e-02 1.347285691291683150e-10 7.689951804931055798e-08
1.450000000000000000e+02 1.234984016056154266e+00 3.323987104262488327e-04 -1.334646301090293939e-02 1.328155146438468301e-10 7.522848743921286443e-08
1.460000000000000000e+02 1.227895529379075423e+00 3.272338859980966825e-04 -1.320875204728344521e-02 1.309422781696102816e-10 7.359681455134108490e-08
1.470000000000000000e+02 1.220843719921785642e+00 3.220457768591965166e-04 -1.306716572468272219e-02 1.291051989599184544e-10 7.200416606506018450e-08
1.480000000000000000e+02 1.213826728353827544e+00 3.168383417083145892e-04 -1.292179712333100215e-02 1.273064578406239400e-10 7.045016094430015951e-08
1.490000000000000000e+02 1.206842695445137670e+00 3.116156392444005812e-04 -1.277273932345226320e-02 1.255424425137178193e-10 6.893437043752832347e-08
1.500000000000000000e+02 1.199889762065180276e+00 3.063818281662046062e-04 -1.262008540527592010e-02 1.238124478439933758e-10 6.745631807776825957e-08
1.510000000000000000e+02 1.192966068783777756e+00 3.011407671725336503e-04 -1.246392844902934061e-02 1.221184841303701442e-10 6.601547968267478305e-08
1.520000000000000000e+02 1.186069756470470749e+00 2.958967149624882752e-04 -1.230436153494095589e-02 1.204569912959581322e-10 6.461128335448211338e-08
1.530000000000000000e+02 1.179198965994919357e+00 2.906536302346909698e-04 -1.214147774323917628e-02 1.188298617669236413e-10 6.324310948008812757e-08
1.540000000000000000e+02 1.172351837927076312e+00 2.854155716881367892e-04 -1.197537015414746990e-02 1.172335588283990149e-10 6.191029073099119004e-08
1.550000000000000000e+02 1.165526513235996209e+00 2.801866980218226653e-04 -1.180613184789913381e-02 1.156672546762649132e-10 6.061211206339466854e-08
1.560000000000000000e+02 1.158721132591975511e+00 2.749709679342125226e-04 -1.163385590471855205e-02 1.141326567685271282e-10 5.934781071814324124e-08
1.570000000000000000e+02 1.151933836764392538e+00 2.697724401246258093e-04 -1.145863540483392853e-02 1.126287781053634443e-10 5.811657622081384691e-08
1.580000000000000000e+02 1.145162766622864092e+00 2.645952732915480936e-04 -1.128056342847241766e-02 1.111521011908886928e-10 5.691755038166281812e-08
1.590000000000000000e+02 1.138406062737219004e+00 2.594434261340041034e-04 -1.109973305586104894e-02 1.097041421674278117e-10 5.574982729567156813e-08
1.600000000000000000e+02 1.131661866077110501e+00 2.543209573508347743e-04 -1.091623736723126327e-02 1.082813801129428741e-10 5.461245334255855518e-08
1.610000000000000000e+02 1.124928516993386696e+00 2.492319402077576096e-04 -1.073016920199772184e-02 1.068853140332472207e-10 5.350451163597858949e-08
1.620000000000000000e+02 1.118205154662917700e+00 2.441799062371705596e-04 -1.054162043634468242e-02 1.055130004872641614e-10 5.242537955429305314e-08
1.630000000000000000e+02 1.111491117943326667e+00 2.391685015384154239e-04 -1.035068270564671808e-02 1.041664232861807853e-10 5.137448271386766378e-08
1.640000000000000000e+02 1.104785745792641993e+00 2.342012722109569709e-04 -1.015744764527620921e-02 1.028451238486372459e-10 5.035121156566853701e-08
1.650000000000000000e+02 1.098088376968938906e+00 2.292815643539870341e-04 -9.962006890607909282e-03 1.015463454360282825e-10 4.935492139531152605e-08
1.660000000000000000e+02 1.091398350329836786e+00 2.244132240667309297e-04 -9.764452077014819723e-03 1.002719691124860676e-10 4.838493232303788276e-08
1.670000000000000000e+02 1.084715004833699314e+00 2.195995974487320167e-04 -9.564874839872625559e-03 9.902151959449601381e-11 4.744052930375192411e-08
1.680000000000000000e+02 1.078037679137951566e+00 2.148442305991295589e-04 -9.363366814553986464e-03 9.779230181601725059e-11 4.652096212700680474e-08
1.690000000000000000e+02 1.071365712400928150e+00 2.101508696172870198e-04 -9.160019636431322720e-03 9.658827817502425788e-11 4.562544541703097346e-08
1.700000000000000000e+02 1.064698443180382759e+00 2.055227606025740081e-04 -8.954924940881041004e-03 9.540238827688284845e-11 4.475315863271363472e-08
1.710000000000000000e+02 1.058035210534320036e+00 2.009637496541628768e-04 -8.748174363274761889e-03 9.424068439802477992e-11 4.390324606764064165e-08
1.720000000000000000e+02 1.051375353220518560e+00 1.964771828716241982e-04 -8.539859538988399390e-03 9.310046092554610140e-11 4.307481685008942047e-08
1.730000000000000000e+02 1.044718210097167699e+00 1.920667063540853711e-04 -8.330072103395114516e-03 9.197910117139548697e-11 4.226694494300432053e-08
1.740000000000000000e+02 1.038063120121932137e+00 1.877358662008263345e-04 -8.118903691867952049e-03 9.087819924146326324e-11 4.147866914407094801e-08
1.750000000000000000e+02 1.031409422152745226e+00 1.834882085113805138e-04 -7.906445939780785970e-03 8.979720075770434481e-11 4.070899308566112871e-08
1.760000000000000000e+02 1.024756454847798093e+00 1.793271793848794950e-04 -7.692790482509181613e-03 8.873553839246305827e-11 3.995688523487673531e-08
1.770000000000000000e+02 1.018103557264792070e+00 1.752564249206268597e-04 -7.478028955423821934e-03 8.769263115009785124e-11 3.922127889352452793e-08
1.780000000000000000e+02 1.011450068261703361e+00 1.712794912180480740e-04 -7.262252993901926329e-03 8.666788366114560702e-11 3.850107219814938022e-08
1.790000000000000000e+02 1.004795326596484184e+00 1.673999243763536337e-04 -7.045554233316196104e-03 8.566068548844975684e-11 3.779512812003783302e-08
1.800000000000000000e+02 9.981387950209607007e-01 1.636210619001708861e-04 -6.828022388193949639e-03 8.467047245555129613e-11 3.710246704017617917e-08
1.810000000000000000e+02 9.914804319626028262e-01 1.599454069149645473e-04 -6.609739489682311085e-03 8.369691751949288609e-11 3.642285300948228645e-08
1.820000000000000000e+02 9.848203196422975481e-01 1.563752539513332622e-04 -6.390785648081800420e-03 8.273975382658613751e-11 3.575623096053413123e-08
1.830000000000000000e+02 9.781585401816750291e-01 1.529128975401643177e-04 -6.171240973695874509e-03 8.179871364577977966e-11 3.510253626637685129e-08
1.840000000000000000e+02 9.714951758017880135e-01 1.495606322121762442e-04 -5.951185576824149538e-03 8.087352795573361882e-11 3.446169474055359637e-08
1.850000000000000000e+02 9.648303088239134073e-01 1.463207524978980270e-04 -5.730699567766950331e-03 7.996392604108717806e-11 3.383362263709861956e-08
1.860000000000000000e+02 9.581640214693639690e-01 1.431955529280520183e-04 -5.509863056826863788e-03 7.907144154491381329e-11 3.321822665052132927e-08
1.870000000000000000e+02 9.514963958593086746e-01 1.401873280335145275e-04 -5.288756154304877395e-03 7.819395430496661384e-11 3.261540391584574240e-08
1.880000000000000000e+02 9.448275143150017819e-01 1.372984723447531535e-04 -5.067458970500722699e-03 7.733118710260224208e-11 3.202504200857580233e-08
1.890000000000000000e+02 9.381574589576062717e-01 1.345311803926772939e-04 -4.846051615718373513e-03 7.648285946880380411e-11 3.144701894472532950e-08
1.900000000000000000e+02 9.314863121085418252e-01 1.318877467079308319e-04 -4.624614200255787629e-03 7.565041870367908402e-11 3.088120318078383565e-08
1.910000000000000000e+02 9.248141559890499241e-01 1.293704658211959776e-04 -4.403226834415634346e-03 7.483180930452109376e-11 3.032745361377308314e-08
1.920000000000000000e+02 9.181410727202867772e-01 1.269816322632138128e-04 -4.181969628498992224e-03 7.402673974511148731e-11 2.978561958119486008e-08
